system:index,NDVI,aspect,elevation,slope,soilgrid_clay5,soilgrid_clay60,soilgrid_soc5,twi,.geo
0_8362,0.2955031394958496,353.3957972519434,2869.0,10.162619590759277,18.0,22.0,49.0,7.8584669267711424,"{""type"":""Point"",""coordinates"":[-108.10588232463189,38.26070811833777]}"
0_8363,0.3335599899291992,248.5567631993481,2702.0,10.044012069702148,20.0,29.0,55.0,9.256747820498719,"{""type"":""Point"",""coordinates"":[-108.05337297375894,38.22990710470322]}"
0_8364,0.2761124074459076,172.7441621117193,2693.0,9.26809024810791,21.0,33.0,54.0,9.561832647679378,"{""type"":""Point"",""coordinates"":[-108.07814185425548,38.240025202026246]}"
0_8365,0.27293407917022705,68.54998950590864,2556.0,7.564581871032715,29.0,32.0,47.0,14.29832104847121,"{""type"":""Point"",""coordinates"":[-108.06155137055553,38.20484780468343]}"
0_8366,0.2693580090999603,169.696252536809,2590.0,6.569907188415527,29.0,33.0,49.0,10.246761827121581,"{""type"":""Point"",""coordinates"":[-108.05510468279417,38.20527708889655]}"
0_8367,0.2491060048341751,308.14144522364995,2668.0,5.985152244567871,25.0,30.0,56.0,9.087966457689447,"{""type"":""Point"",""coordinates"":[-108.1178109581403,38.25431580440076]}"
0_8368,0.28458625078201294,224.71336501651996,2472.0,11.585875511169434,18.0,24.0,46.0,14.252157463886224,"{""type"":""Point"",""coordinates"":[-108.10463740769205,38.22401324930429]}"
0_8369,0.25194987654685974,212.4840237645505,2828.0,15.03818130493164,22.0,29.0,63.0,8.55242841681234,"{""type"":""Point"",""coordinates"":[-108.07945415220655,38.249299310320886]}"
0_8370,0.32230618596076965,274.489652111471,2724.0,11.683828353881836,21.0,24.0,57.0,8.408691786768049,"{""type"":""Point"",""coordinates"":[-108.11589864461115,38.260769334175485]}"
0_8371,0.23553630709648132,342.3464977829809,2545.0,7.73920202255249,22.0,26.0,51.0,12.452829475587778,"{""type"":""Point"",""coordinates"":[-108.06991757602022,38.22799663075826]}"
0_8372,0.2391858994960785,169.69632948628308,2638.0,6.569905757904053,25.0,34.0,56.0,8.300851897723602,"{""type"":""Point"",""coordinates"":[-108.0420340752012,38.20472958462632]}"
0_8373,0.256453275680542,206.98725825823766,2570.0,5.189906597137451,24.0,33.0,56.0,11.023198414401033,"{""type"":""Point"",""coordinates"":[-108.08799724571047,38.23519764704397]}"
0_8374,0.3018971383571625,217.36555568106937,2777.0,11.512319564819336,24.0,31.0,51.0,7.730744389698011,"{""type"":""Point"",""coordinates"":[-108.03786574898041,38.21036743714397]}"
0_8375,0.29007744789123535,234.75016514818387,2737.0,14.167372703552246,24.0,32.0,56.0,7.516129840586566,"{""type"":""Point"",""coordinates"":[-108.11257433948694,38.25599958298186]}"
0_8376,0.2631634771823883,231.85749097182003,2687.0,5.985011577606201,24.0,30.0,57.0,9.087990132466441,"{""type"":""Point"",""coordinates"":[-108.11144609193602,38.251713507398385]}"
0_8377,0.2986704111099243,205.52181863216373,2621.0,16.0140323638916,27.0,35.0,53.0,9.584981938957863,"{""type"":""Point"",""coordinates"":[-108.08813449220617,38.239062274150335]}"
0_8378,0.2690183222293854,208.61666239959257,2551.0,7.35521936416626,24.0,32.0,53.0,10.132733240848816,"{""type"":""Point"",""coordinates"":[-108.08301292685805,38.23185677431454]}"
0_8379,0.23995926976203918,260.0965742924875,2666.0,10.660776138305664,27.0,34.0,47.0,8.50268935807858,"{""type"":""Point"",""coordinates"":[-108.06050293077037,38.218844717382346]}"
0_8380,0.3431432545185089,250.75152526126834,2483.0,21.446338653564453,18.0,28.0,66.0,13.372850881331775,"{""type"":""Point"",""coordinates"":[-108.09396519612852,38.21760411070928]}"
0_8381,0.2865853011608124,255.32716892284307,2618.0,14.33948040008545,26.0,33.0,66.0,11.752037156755469,"{""type"":""Point"",""coordinates"":[-108.0625428593224,38.231758368463474]}"
0_8382,0.2508101463317871,190.30798288264808,2591.0,6.569994926452637,24.0,33.0,55.0,10.092597675067648,"{""type"":""Point"",""coordinates"":[-108.08281434458665,38.23581769739984]}"
0_8383,0.2446788102388382,13.430854361341765,2979.0,14.911108016967773,17.0,22.0,57.0,8.155848372991711,"{""type"":""Point"",""coordinates"":[-108.08627150897708,38.26394082447945]}"
0_8384,0.3158317506313324,196.8669310261014,2955.0,19.556285858154297,19.0,25.0,61.0,8.273138243230672,"{""type"":""Point"",""coordinates"":[-108.07380206022744,38.2523446206646]}"
0_8385,0.24658794701099396,212.47995737062612,2666.0,4.38927698135376,22.0,33.0,59.0,12.172360157935838,"{""type"":""Point"",""coordinates"":[-108.05670858808193,38.23787774282899]}"
0_8386,0.32161346077919006,330.49994035276706,2644.0,9.502717018127441,24.0,35.0,67.0,10.491890820600997,"{""type"":""Point"",""coordinates"":[-108.05988454055063,38.228436101853866]}"
0_8387,0.2817266881465912,116.93873311302333,2790.0,21.45720863342285,17.0,19.0,52.0,10.29222009637228,"{""type"":""Point"",""coordinates"":[-108.04653231195836,38.2452079495057]}"
0_8388,0.3082832992076874,176.1674904463858,2851.0,17.132280349731445,18.0,26.0,51.0,8.00948933849161,"{""type"":""Point"",""coordinates"":[-108.01377422486159,38.21779485255735]}"
0_8389,0.3103480041027069,275.9792975522323,2846.0,17.265134811401367,19.0,23.0,55.0,8.406745430849883,"{""type"":""Point"",""coordinates"":[-108.04756887046993,38.229273943292135]}"
0_8390,0.2654915750026703,206.09618883216143,2863.0,13.188127517700195,18.0,21.0,46.0,7.590548692118014,"{""type"":""Point"",""coordinates"":[-108.10586341713343,38.25801974551932]}"
0_8391,0.29895293712615967,202.2539644352233,2423.0,26.0926513671875,16.0,27.0,53.0,13.443710746993151,"{""type"":""Point"",""coordinates"":[-108.10865765101121,38.23118431451866]}"
0_8392,0.345527321100235,90.0,2813.0,2.3595101833343506,21.0,25.0,57.0,10.715022474659678,"{""type"":""Point"",""coordinates"":[-108.0316001786732,38.21188493355007]}"
0_8393,0.32010218501091003,155.9893276248383,2500.0,19.515539169311523,19.0,28.0,57.0,13.39935883302029,"{""type"":""Point"",""coordinates"":[-108.0869213539806,38.21276138730387]}"
0_8394,0.25709545612335205,295.23880486219167,2797.0,6.497622966766357,21.0,21.0,54.0,8.312011468028185,"{""type"":""Point"",""coordinates"":[-108.04470703736833,38.218906272596556]}"
0_8395,0.273645281791687,210.44030224535675,2765.0,26.020381927490234,25.0,34.0,53.0,7.549753286797541,"{""type"":""Point"",""coordinates"":[-108.0579765874855,38.241788324044165]}"
0_8396,0.2958279550075531,51.84260783188866,2822.0,5.983047008514404,22.0,25.0,54.0,8.395173653565775,"{""type"":""Point"",""coordinates"":[-108.03505364331436,38.212663680567665]}"
0_8397,0.28925907611846924,242.356221888136,2835.0,15.595253944396973,18.0,22.0,49.0,7.415649508522458,"{""type"":""Point"",""coordinates"":[-108.04374973965194,38.22003439085973]}"
0_8398,0.31069663166999817,204.45446233332532,2796.0,13.980316162109375,20.0,31.0,56.0,8.628583473099898,"{""type"":""Point"",""coordinates"":[-108.08487829468565,38.24862598467276]}"
0_8399,0.27952703833580017,212.48511507681695,2754.0,12.968317985534668,25.0,31.0,53.0,7.607954688600648,"{""type"":""Point"",""coordinates"":[-108.10586268843308,38.25209638130744]}"
0_8400,0.312319278717041,245.83319324392636,2894.0,8.987624168395996,23.0,29.0,62.0,7.983649657890227,"{""type"":""Point"",""coordinates"":[-108.0918079574909,38.25489586333862]}"
0_8401,0.32222282886505127,225.97761284683645,2744.0,20.440454483032227,21.0,28.0,51.0,7.126500593575427,"{""type"":""Point"",""coordinates"":[-108.11328033459021,38.25751883629424]}"
0_8402,0.23164024949073792,295.24217893550076,2558.0,6.4968180656433105,29.0,31.0,50.0,14.458465678043702,"{""type"":""Point"",""coordinates"":[-108.0657917488587,38.20782320865908]}"
0_8403,0.2764546573162079,225.52277420806487,2523.0,6.589807033538818,24.0,32.0,45.0,10.862749919714306,"{""type"":""Point"",""coordinates"":[-108.08749036924718,38.229947117209115]}"
0_8404,0.2499687820672989,164.73896808406494,2656.0,13.219804763793945,24.0,34.0,57.0,8.974356887590304,"{""type"":""Point"",""coordinates"":[-108.09272181542488,38.242834632568396]}"
0_8405,0.2596755027770996,172.74413468528687,2702.0,9.268091201782227,24.0,35.0,58.0,9.338688991649368,"{""type"":""Point"",""coordinates"":[-108.06055394876354,38.240189692834385]}"
0_8406,0.2587980031967163,270.0,2469.0,1.180480718612671,18.0,25.0,46.0,10.021684426560627,"{""type"":""Point"",""coordinates"":[-108.10709718753067,38.2257254710019]}"
0_8407,0.28667640686035156,195.79959370064068,2947.0,8.609770774841309,18.0,23.0,54.0,8.720430348185706,"{""type"":""Point"",""coordinates"":[-108.05959192017885,38.24808226887313]}"
0_8408,0.29324817657470703,147.52747615731198,2834.0,8.726922035217285,21.0,25.0,56.0,8.706706856784452,"{""type"":""Point"",""coordinates"":[-108.0143972068215,38.217049024614894]}"
0_8409,0.31347259879112244,184.8502942666427,2933.0,13.695428848266602,22.0,25.0,51.0,8.244529526793407,"{""type"":""Point"",""coordinates"":[-108.03566444451793,38.219951240035655]}"
0_8410,0.2662540078163147,195.7959811168772,2577.0,8.609620094299316,22.0,33.0,52.0,8.027300935147572,"{""type"":""Point"",""coordinates"":[-108.07243581423795,38.23064172739876]}"
0_8411,0.2746492028236389,291.43951310713544,2890.0,23.887168884277344,17.0,24.0,53.0,7.6471444016020715,"{""type"":""Point"",""coordinates"":[-108.04293573018394,38.24391081396745]}"
0_8412,0.30076026916503906,270.0,2505.0,11.642682075500488,21.0,28.0,49.0,14.018121087432556,"{""type"":""Point"",""coordinates"":[-108.094978770344,38.220449543344394]}"
0_8413,0.24228614568710327,225.51993032074677,2514.0,6.589477062225342,25.0,32.0,47.0,8.297851080805183,"{""type"":""Point"",""coordinates"":[-108.08200389179281,38.222834568861444]}"
0_8414,0.274211049079895,214.76746519690892,2647.0,12.230427742004395,27.0,29.0,55.0,9.277906522454842,"{""type"":""Point"",""coordinates"":[-108.05435305645226,38.20917236414487]}"
0_8415,0.24530655145645142,291.4475546107395,2818.0,2.534902811050415,20.0,25.0,53.0,10.355551912776152,"{""type"":""Point"",""coordinates"":[-108.03806467296289,38.21398414184379]}"
0_8416,0.31172609329223633,147.51786090228978,2773.0,8.727840423583984,19.0,22.0,55.0,11.232328624904596,"{""type"":""Point"",""coordinates"":[-108.04698236220112,38.243795355361215]}"
0_8417,0.22933238744735718,293.5773651866882,2710.0,11.439544677734375,25.0,32.0,59.0,9.34669667898825,"{""type"":""Point"",""coordinates"":[-108.05491889053864,38.22801063987634]}"
0_8418,0.20785747468471527,62.35217677968472,2542.0,3.9910318851470947,25.0,32.0,52.0,11.574667406946402,"{""type"":""Point"",""coordinates"":[-108.06871216380925,38.20739721178607]}"
0_8419,0.2922532856464386,171.9481944219757,2686.0,8.370465278625488,25.0,37.0,53.0,9.442182620738574,"{""type"":""Point"",""coordinates"":[-108.06912489757656,38.23820039334766]}"
0_8420,0.2952994108200073,128.14452999040196,2825.0,16.082080841064453,16.0,20.0,53.0,8.076434074340566,"{""type"":""Point"",""coordinates"":[-108.04750990256798,38.24651627620409]}"
0_8421,0.345924973487854,240.90127666718246,2506.0,29.50426483154297,21.0,29.0,79.0,8.788351323284227,"{""type"":""Point"",""coordinates"":[-108.09246822562507,38.21123386198864]}"
0_8422,0.3046819865703583,295.2324757283553,2712.0,12.835198402404785,23.0,33.0,52.0,11.084365839914135,"{""type"":""Point"",""coordinates"":[-108.05482664508796,38.23971441253054]}"
0_8423,0.25308698415756226,210.062857677394,2952.0,22.366455078125,19.0,25.0,51.0,8.126114525369431,"{""type"":""Point"",""coordinates"":[-108.07195319012206,38.25116788420215]}"
0_8424,0.26675623655319214,194.28776403540286,2944.0,4.77439546585083,17.0,22.0,53.0,9.315309174646112,"{""type"":""Point"",""coordinates"":[-108.06148842199416,38.248719055036574]}"
0_8425,0.26801782846450806,180.0,2490.0,7.3788604736328125,25.0,33.0,45.0,10.668485057117561,"{""type"":""Point"",""coordinates"":[-108.09570799112926,38.230187594369944]}"
0_8426,0.30285364389419556,157.0104621571455,2765.0,8.993017196655273,26.0,33.0,56.0,9.36933418790196,"{""type"":""Point"",""coordinates"":[-108.00696768851753,38.216118973511634]}"
0_8427,0.28258922696113586,329.94482923546553,2605.0,11.625082015991211,23.0,31.0,56.0,8.413874245064143,"{""type"":""Point"",""coordinates"":[-108.06427380912525,38.228626725428214]}"
0_8428,0.2715575098991394,150.5057525236968,2775.0,9.502182006835938,23.0,33.0,56.0,9.313293172561377,"{""type"":""Point"",""coordinates"":[-108.02300503800927,38.21109329994766]}"
0_8429,0.3380814790725708,185.5930948047933,2512.0,11.93919849395752,17.0,24.0,52.0,8.791910692779242,"{""type"":""Point"",""coordinates"":[-108.10289611494017,38.23328457104846]}"
0_8430,0.3016805350780487,206.99336766428064,2870.0,5.190186977386475,22.0,28.0,60.0,8.538237445278353,"{""type"":""Point"",""coordinates"":[-108.09347416527446,38.25432807615203]}"
0_8431,0.2517404854297638,185.19465453125932,2682.0,12.82010269165039,26.0,34.0,63.0,10.18479636926711,"{""type"":""Point"",""coordinates"":[-107.99375451369815,38.21643533834446]}"
0_8432,0.27702707052230835,159.09403422521632,2706.0,19.114839553833008,23.0,33.0,50.0,8.585482281616375,"{""type"":""Point"",""coordinates"":[-108.09357223801727,38.244469592544554]}"
0_8433,0.24530655145645142,291.4475546107395,2818.0,2.534902811050415,20.0,25.0,53.0,10.355551912776152,"{""type"":""Point"",""coordinates"":[-108.03812651997423,38.21398788975432]}"
0_8434,0.2584792971611023,308.1534606028307,2642.0,1.5010099411010742,28.0,35.0,52.0,9.78138069999616,"{""type"":""Point"",""coordinates"":[-108.0623937475671,38.223032457826896]}"
0_8435,0.233067587018013,193.02806336351986,2570.0,10.35762882232666,29.0,33.0,49.0,13.978931901912093,"{""type"":""Point"",""coordinates"":[-108.06165247895204,38.206624447518394]}"
0_8436,0.25914931297302246,137.71264760014438,2946.0,8.708491325378418,18.0,21.0,52.0,8.015706831832214,"{""type"":""Point"",""coordinates"":[-108.0531256751206,38.248004844451124]}"
0_8437,0.2764299809932709,94.98713649320247,2829.0,10.548331260681152,17.0,22.0,52.0,8.51353899375223,"{""type"":""Point"",""coordinates"":[-108.04805418564925,38.2459144894063]}"
0_8438,0.2592237889766693,231.85270504439708,2486.0,13.271474838256836,26.0,34.0,47.0,7.5840190758254336,"{""type"":""Point"",""coordinates"":[-108.12217537130749,38.23915377129997]}"
0_8439,0.26467669010162354,202.99780029132964,2586.0,8.993557929992676,28.0,36.0,54.0,9.369273062538976,"{""type"":""Point"",""coordinates"":[-108.11428454254892,38.24521908199658]}"
0_8440,0.24780739843845367,207.51638507966285,2856.0,21.87819480895996,21.0,28.0,56.0,7.745077630044625,"{""type"":""Point"",""coordinates"":[-108.08673095159546,38.250860976319565]}"
0_8441,0.1967974603176117,32.48749660575409,3010.0,2.198047161102295,17.0,21.0,52.0,9.399687625059256,"{""type"":""Point"",""coordinates"":[-108.0779146112149,38.25878404761856]}"
0_8442,0.2694622874259949,149.94226775296724,2641.0,11.625374794006348,25.0,35.0,62.0,11.527363664850606,"{""type"":""Point"",""coordinates"":[-108.06043972831515,38.2361346983108]}"
0_8443,0.2859518229961395,244.75858014226273,2667.0,6.496999263763428,24.0,33.0,52.0,9.921546202399202,"{""type"":""Point"",""coordinates"":[-108.05416616179603,38.21016559564295]}"
0_8444,0.2384585291147232,270.0,2615.0,3.537374496459961,25.0,35.0,48.0,8.923091206400464,"{""type"":""Point"",""coordinates"":[-108.06573622640742,38.224546388349204]}"
0_8445,0.28537529706954956,208.62034366432442,2652.0,7.355474472045898,22.0,34.0,55.0,8.186788024460972,"{""type"":""Point"",""coordinates"":[-108.10378591015454,38.24318102571235]}"
0_8446,0.2595554292201996,204.8447140315781,2784.0,11.10187816619873,25.0,35.0,49.0,8.866619995758336,"{""type"":""Point"",""coordinates"":[-108.06663857141199,38.245110959713635]}"
0_8447,0.32075220346450806,258.16949130535585,2962.0,17.527803421020508,15.0,20.0,47.0,8.390676677283352,"{""type"":""Point"",""coordinates"":[-108.04606787967928,38.23302987645526]}"
0_8448,0.30288803577423096,308.15388570077266,2509.0,1.5009958744049072,23.0,33.0,47.0,9.78139007581695,"{""type"":""Point"",""coordinates"":[-108.09226448422393,38.22208065855224]}"
0_8449,0.2712401747703552,180.0,2685.0,13.648222923278809,20.0,30.0,53.0,9.16440768388339,"{""type"":""Point"",""coordinates"":[-108.02967870386661,38.20455672164109]}"
0_8450,0.2567046582698822,180.0,2521.0,8.28909969329834,19.0,28.0,55.0,8.065795377380207,"{""type"":""Point"",""coordinates"":[-108.09491983962309,38.23302860849313]}"
0_8451,0.3089258074760437,154.473072874045,2889.0,16.014678955078125,22.0,28.0,59.0,7.387714803803684,"{""type"":""Point"",""coordinates"":[-108.09391494018509,38.25587321569585]}"
0_8452,0.333402544260025,147.52906114037444,2775.0,2.1976430416107178,25.0,28.0,55.0,10.093018856895473,"{""type"":""Point"",""coordinates"":[-108.04223146336653,38.21251049466323]}"
0_8453,0.2316754162311554,6.604252804121252,3024.0,10.16262149810791,17.0,23.0,53.0,7.858466735093416,"{""type"":""Point"",""coordinates"":[-108.08705803948241,38.26136166075288]}"
0_8454,0.31891822814941406,231.8457954868712,2955.0,20.145248413085938,21.0,25.0,54.0,7.142339891790431,"{""type"":""Point"",""coordinates"":[-108.03700259510326,38.220974965845755]}"
0_8455,0.27810612320899963,180.0,2600.0,10.096575736999512,27.0,36.0,55.0,8.963736994734244,"{""type"":""Point"",""coordinates"":[-108.09576070692108,38.23986441094053]}"
0_8456,0.2921508550643921,140.99384201288552,2825.0,12.906359672546387,20.0,25.0,51.0,8.30605772712803,"{""type"":""Point"",""coordinates"":[-108.01018515909227,38.217308781384475]}"
0_8457,0.2802896797657013,308.15239779174516,2687.0,11.839662551879883,24.0,33.0,65.0,9.311353412848453,"{""type"":""Point"",""coordinates"":[-108.05653703727377,38.22586545112612]}"
0_8458,0.31354624032974243,185.19477286420047,2915.0,12.82010555267334,23.0,26.0,54.0,8.312993961572204,"{""type"":""Point"",""coordinates"":[-108.03107676798314,38.21802338031993]}"
0_8459,0.3228578567504883,172.36905886626104,2828.0,17.23994255065918,21.0,25.0,54.0,8.002832676010291,"{""type"":""Point"",""coordinates"":[-108.01204187879625,38.216915697060024]}"
0_8460,0.2823774516582489,197.6593863177437,2689.0,11.522417068481445,25.0,32.0,55.0,8.828455888220452,"{""type"":""Point"",""coordinates"":[-108.11343592810714,38.25401673999347]}"
0_8461,0.2997341454029083,167.3405814989415,2839.0,15.751036643981934,25.0,29.0,52.0,8.503808533315647,"{""type"":""Point"",""coordinates"":[-108.00680291533862,38.218493194031296]}"
0_8462,0.28145208954811096,142.63676450313238,2674.0,11.511972427368164,20.0,30.0,58.0,9.340213283264967,"{""type"":""Point"",""coordinates"":[-108.02216791724203,38.204068510972824]}"
0_8463,0.2538932263851166,204.8443801308662,2757.0,11.101848602294922,25.0,36.0,55.0,9.377448350331862,"{""type"":""Point"",""coordinates"":[-108.07138101971064,38.244010557203545]}"
0_8464,0.28650400042533875,252.55828297731284,2783.0,17.954456329345703,18.0,26.0,54.0,10.562242449402662,"{""type"":""Point"",""coordinates"":[-108.05223212553605,38.23747926909324]}"
0_8465,0.25012484192848206,185.59477275378742,2764.0,11.939231872558594,23.0,28.0,56.0,8.3864427063595,"{""type"":""Point"",""coordinates"":[-108.10980975595726,38.25530622059124]}"
0_8466,0.3275800049304962,239.49650264873583,2435.0,10.832504272460938,16.0,27.0,57.0,14.383482154157685,"{""type"":""Point"",""coordinates"":[-108.11185266012771,38.23276520042671]}"
0_8467,0.27056750655174255,180.0,2583.0,4.6273674964904785,24.0,34.0,56.0,9.752194315621926,"{""type"":""Point"",""coordinates"":[-108.09819321272877,38.23878915057411]}"
0_8468,0.2521735429763794,286.41311472957614,2615.0,9.752057075500488,24.0,31.0,66.0,12.149042230347845,"{""type"":""Point"",""coordinates"":[-108.06276296864644,38.23243893432416]}"
0_8469,0.19801931083202362,291.44599147384224,2545.0,7.565917015075684,23.0,29.0,52.0,8.158257944390176,"{""type"":""Point"",""coordinates"":[-108.07358143672064,38.21966318871541]}"
0_8470,0.28358250856399536,216.95666897333666,2773.0,24.0211181640625,24.0,32.0,48.0,8.04630861426146,"{""type"":""Point"",""coordinates"":[-108.05956511727088,38.242505467762655]}"
0_8471,0.3383682072162628,254.5046361523112,2830.0,19.978822708129883,16.0,20.0,55.0,8.249966735319518,"{""type"":""Point"",""coordinates"":[-108.04905831448403,38.23245950716519]}"
0_8472,0.2822856903076172,136.3164311669915,2815.0,5.116529941558838,23.0,25.0,57.0,8.552608081491446,"{""type"":""Point"",""coordinates"":[-108.09861122656616,38.25329621551142]}"
0_8473,0.2984074056148529,189.0428594606692,2560.0,7.470683574676514,24.0,34.0,54.0,10.568966850610504,"{""type"":""Point"",""coordinates"":[-108.11172398945156,38.24080435612051]}"
0_8474,0.26160532236099243,281.1133531621238,2532.0,4.800603866577148,24.0,29.0,47.0,14.804926199488692,"{""type"":""Point"",""coordinates"":[-108.0702008367435,38.211218691712084]}"
0_8475,0.27121227979660034,194.28321058527413,2598.0,4.774299144744873,25.0,34.0,49.0,8.622182262496407,"{""type"":""Point"",""coordinates"":[-108.06909567502379,38.2244883319278]}"
0_8476,0.23451346158981323,23.002132615491544,3000.0,6.023344039916992,17.0,20.0,59.0,8.388411651791317,"{""type"":""Point"",""coordinates"":[-108.08185755325059,38.26043959775517]}"
0_8477,0.2296653687953949,147.52063754973565,2552.0,2.1978485584259033,23.0,32.0,57.0,11.19153754122484,"{""type"":""Point"",""coordinates"":[-108.09420025851276,38.236164623136894]}"
0_8478,0.3037066161632538,238.86531408124057,2640.0,17.384212493896484,25.0,30.0,56.0,8.687116637687565,"{""type"":""Point"",""coordinates"":[-108.11991867029168,38.25309010323937]}"
0_8479,0.2035052329301834,274.9885014294399,2534.0,10.545516967773438,25.0,31.0,51.0,12.374541664708078,"{""type"":""Point"",""coordinates"":[-108.07658610187914,38.22591195901485]}"
0_8480,0.32156237959861755,214.77812422599177,2657.0,12.231959342956543,29.0,36.0,55.0,9.460098971539876,"{""type"":""Point"",""coordinates"":[-108.07183124308837,38.23795607692859]}"
0_8481,0.2835364043712616,199.98770489260286,2534.0,6.875375270843506,22.0,33.0,52.0,10.81993478627588,"{""type"":""Point"",""coordinates"":[-108.08845551794678,38.23139133853454]}"
0_8482,0.3382377624511719,234.74046517889923,2947.0,26.782142639160156,15.0,17.0,46.0,6.823222222949911,"{""type"":""Point"",""coordinates"":[-108.04503861573463,38.22991696482328]}"
0_8483,0.30107876658439636,251.390195187958,2594.0,8.652777671813965,25.0,30.0,50.0,9.408518646581552,"{""type"":""Point"",""coordinates"":[-108.06697141388493,38.214734677067725]}"
0_8484,0.25040751695632935,171.94789082697488,2713.0,8.370471000671387,22.0,34.0,56.0,9.665325478629079,"{""type"":""Point"",""coordinates"":[-108.07728396344078,38.241139554846626]}"
0_8485,0.31811538338661194,206.98327663729916,2675.0,5.189723968505859,23.0,36.0,52.0,8.538327147645399,"{""type"":""Point"",""coordinates"":[-108.0584525522585,38.22268879785807]}"
0_8486,0.3108453154563904,305.256027236764,2722.0,14.16529369354248,23.0,33.0,52.0,10.982018656681714,"{""type"":""Point"",""coordinates"":[-108.05441161545404,38.23934715559557]}"
0_8487,0.2666342854499817,171.95059136593676,2768.0,8.370416641235352,22.0,29.0,61.0,9.442188514858659,"{""type"":""Point"",""coordinates"":[-108.00651756359365,38.216394310606155]}"
0_8488,0.2817266881465912,116.93873311302333,2790.0,21.45720863342285,17.0,19.0,52.0,10.29222009637228,"{""type"":""Point"",""coordinates"":[-108.04668514228258,38.245217029741255]}"
0_8489,0.299843430519104,228.5283764300089,2896.0,12.407017707824707,18.0,23.0,54.0,7.653681788476056,"{""type"":""Point"",""coordinates"":[-108.03918823935363,38.22037931340079]}"
0_8490,0.24489781260490417,180.0,2696.0,7.3788604736328125,21.0,29.0,54.0,9.79301631976366,"{""type"":""Point"",""coordinates"":[-108.07849158328514,38.240154491041935]}"
0_8491,0.2596991956233978,231.85174809364398,2567.0,5.984253406524658,28.0,33.0,54.0,10.879877214172577,"{""type"":""Point"",""coordinates"":[-108.09016832008645,38.23654093862627]}"
0_8492,0.28432101011276245,193.03599532921558,2956.0,20.079973220825195,25.0,33.0,50.0,7.839015343679345,"{""type"":""Point"",""coordinates"":[-108.07919910170024,38.25261254661365]}"
0_8493,0.2539832890033722,206.98770079513884,2600.0,5.189926624298096,25.0,35.0,50.0,10.33004735379236,"{""type"":""Point"",""coordinates"":[-108.0826153960226,38.236760151592065]}"
0_8494,0.26558923721313477,265.5072723647441,2573.0,11.676065444946289,26.0,29.0,57.0,13.904492141585216,"{""type"":""Point"",""coordinates"":[-108.06697024115789,38.2109604924036]}"
0_8495,0.33525484800338745,216.59343750515245,2873.0,13.600994110107422,18.0,23.0,55.0,7.558570417537032,"{""type"":""Point"",""coordinates"":[-108.03977085055301,38.21951401978343]}"
0_8496,0.2675977349281311,174.8038458643028,2672.0,12.8201322555542,25.0,36.0,54.0,9.006138988063531,"{""type"":""Point"",""coordinates"":[-108.06815300176275,38.237601323156]}"
0_8497,0.3349740207195282,253.3392513161376,2454.0,24.30833625793457,17.0,29.0,70.0,13.479624059647431,"{""type"":""Point"",""coordinates"":[-108.10902835303101,38.225810700581796]}"
0_8498,0.23210513591766357,32.472821059738706,2520.0,2.1976890563964844,25.0,32.0,49.0,9.399850717760513,"{""type"":""Point"",""coordinates"":[-108.08803006749292,38.21767254390127]}"
0_8499,0.29404622316360474,195.7917416064594,2668.0,8.609442710876465,27.0,33.0,54.0,8.02732185173057,"{""type"":""Point"",""coordinates"":[-108.05316186598435,38.20989358862581]}"
0_8500,0.28443071246147156,287.44653525038603,2783.0,6.163191795349121,21.0,23.0,53.0,9.058432666956108,"{""type"":""Point"",""coordinates"":[-108.04359356363754,38.21598512615897]}"
0_8501,0.28933608531951904,147.52955638829633,2800.0,8.726723670959473,22.0,30.0,54.0,9.399877123144199,"{""type"":""Point"",""coordinates"":[-108.03047427521146,38.211222715294106]}"
0_8502,0.3410691022872925,270.0,2709.0,8.208324432373047,20.0,29.0,55.0,9.462018915952353,"{""type"":""Point"",""coordinates"":[-108.0528932916536,38.22954507619648]}"
0_8503,0.2771645188331604,342.34042375326544,2812.0,3.887462854385376,19.0,24.0,50.0,8.828454813544239,"{""type"":""Point"",""coordinates"":[-108.10527881684743,38.254638881804745]}"
0_8504,0.2747570276260376,169.69197858483903,2646.0,6.569995403289795,24.0,34.0,62.0,10.603423225615499,"{""type"":""Point"",""coordinates"":[-108.06505275717477,38.236002702782855]}"
0_8505,0.2639245390892029,32.47926330028418,2966.0,4.389243125915527,17.0,21.0,55.0,8.706631998641477,"{""type"":""Point"",""coordinates"":[-108.04431828185511,38.23588568791421]}"
0_8506,0.29577958583831787,316.31391493338486,2790.0,19.705936431884766,19.0,22.0,59.0,7.859418975480726,"{""type"":""Point"",""coordinates"":[-108.11282481040989,38.259794190911464]}"
0_8507,0.3192710876464844,161.81061288502184,2799.0,27.843727111816406,20.0,25.0,47.0,7.47091804814512,"{""type"":""Point"",""coordinates"":[-108.05195560729803,38.2426321274336]}"
0_8508,0.20407049357891083,68.55281754277074,2523.0,2.534944534301758,24.0,33.0,47.0,15.479499411309297,"{""type"":""Point"",""coordinates"":[-108.08624935940519,38.215393317982624]}"
0_8509,0.2686452269554138,236.79752813885628,2739.0,8.407825469970703,25.0,35.0,56.0,8.051370564276471,"{""type"":""Point"",""coordinates"":[-108.09866832553418,38.24857041367764]}"
